expression,reading,meaning,tags,part_of_speech
名刺,めいし,(name) card; business card,JLPT_3,noun
名詞,めいし,noun,JLPT_2,noun
命じる,めいじる,to order; to command; to appoint,JLPT_2,verb
名人,めいじん,master; expert,JLPT_2,noun
命令,めいれい,order; command; decree,JLPT_2,noun
迷惑,めいわく,trouble; bother; annoyance,JLPT_2,adjective
目上,めうえ,person of higher status; one's senior,JLPT_3,noun
飯,めし,meals; food,JLPT_2,noun
滅多に,めったに,rarely (with neg. verb); seldom,JLPT_2,adverb
メモ,メモ,memorandum; note,JLPT_2,noun
面,めん,face; mug; surface; side or facet; corner; page,JLPT_2,noun
綿,めん,cotton,JLPT_2,noun
免許,めんきょ,license; permit; certificate,JLPT_3,noun
面接,めんせつ,interview,JLPT_3,noun
面倒,めんどう,trouble; attention,JLPT_2,adjective
メンバー,メンバー,member,JLPT_2,noun
申し込む,もうしこむ,to apply for; to make an application,JLPT_3,verb
申し訳,もうしわけ,apology; excuse,JLPT_2,noun
毛布,もうふ,blanket,JLPT_2,noun
燃える,もえる,to burn,JLPT_2,verb
目的,もくてき,purpose; goal; aim,JLPT_3,noun
目標,もくひょう,mark; objective; target,JLPT_2,noun
文字,もじ,letter (of alphabet); character,JLPT_2,noun
文字,もんじ,letter (of alphabet); character,JLPT_2,noun
もしかすると,もしかすると,perhaps; maybe; by some chance,JLPT_2,verb
もしも,もしも,if,JLPT_2,adverb
持ち上げる,もちあげる,to raise; to lift up; to flatter,JLPT_2,verb
用いる,もちいる,to use; to make use of,JLPT_2,verb
もったいない,もったいない,wasteful; more than one deserves; unworthy of,JLPT_2,adjective
尤も,もっとも,quite right; plausible; natural,JLPT_2,other
元,もと,origin; original; former,JLPT_2,noun
基,もと,basis,JLPT_2,noun
素,もと,prime,JLPT_2,noun
戻す,もどす,to restore; to put back; to return,JLPT_2,verb
基づく,もとづく,to be grounded on; to be based on,JLPT_2,verb
求める,もとめる,to request; to ask for; to seek; to search for,JLPT_3,verb
者,もの,person (same as 人 (ひと)),JLPT_3,noun
物音,ものおと,sounds,JLPT_2,noun
物語,ものがたり,tale; story; legend,JLPT_2,noun
物事,ものごと,things; everything,JLPT_2,noun
燃やす,もやす,to burn,JLPT_2,verb
模様,もよう,pattern; figure; design,JLPT_2,noun
文句,もんく,a complaint,JLPT_3,noun
やがて,やがて,before long; soon; at length,JLPT_3,adverb
役,やく,role; position,JLPT_2,noun
約,やく,approximately; about; some,JLPT_3,other
訳,やく,translation,JLPT_2,noun
訳す,やくす,to translate,JLPT_3,verb
役割,やくわり,assigning (allotment of) parts; role; duties,JLPT_2,noun
家賃,やちん,rent,JLPT_3,noun
厄介,やっかい,trouble; burden; care,JLPT_2,adjective
宿,やど,inn; lodging,JLPT_2,noun
雇う,やとう,to employ; to hire,JLPT_3,verb
屋根,やね,roof,JLPT_2,noun
破る,やぶる,to tear; to violate; to defeat,JLPT_2,verb
破れる,やぶれる,to get torn; to wear out,JLPT_2,verb
辞める,やめる,to retire,JLPT_2,verb
やや,やや,a little; partially; somewhat,JLPT_2,adverb
唯一,ゆいいつ,only; sole; unique,JLPT_2,noun
勇気,ゆうき,courage; bravery; boldness,JLPT_2,noun
友好,ゆうこう,friendship,JLPT_2,noun
有効,ゆうこう,valid; effectual,JLPT_3,adjective
優秀,ゆうしゅう,superiority; excellence,JLPT_2,adjective
優勝,ゆうしょう,overall victory; championship,JLPT_3,noun
友情,ゆうじょう,friendship; fellowship,JLPT_2,noun
友人,ゆうじん,friend (formal),JLPT_3,noun
有能,ゆうのう,able; capable; efficient,JLPT_2,noun
郵便,ゆうびん,mail; postal service,JLPT_2,noun
ユーモア,ユーモア,humor,JLPT_2,noun
有利,ゆうり,advantageous; better,JLPT_2,adjective
床,ゆか,floor,JLPT_2,noun
愉快,ゆかい,pleasant; happy,JLPT_2,noun
譲る,ゆずる,to turn over; to assign; to hand over,JLPT_2,verb
豊か,ゆたか,abundant; wealthy; plentiful; rich,JLPT_2,adjective
茹でる,ゆでる,to boil,JLPT_2,verb
許す,ゆるす,to permit; to allow; to approve,JLPT_3,verb
夜,よ,evening; night,JLPT_2,noun
夜明け,よあけ,dawn; daybreak,JLPT_2,noun
酔う,よう,to get drunk,JLPT_2,verb
容易,ようい,easy; simple; plain,JLPT_2,adjective
容器,ようき,container; vessel,JLPT_2,noun
陽気,ようき,season; weather; cheerfulness,JLPT_2,adjective
要求,ようきゅう,request; demand,JLPT_2,noun
用心,ようじん,care; precaution; caution,JLPT_2,noun
様子,ようす,aspect; state; appearance,JLPT_2,noun
要するに,ようするに,in a word; after all; in short …,JLPT_2,adverb
要素,ようそ,element,JLPT_2,noun
要点,ようてん,gist; main point,JLPT_2,noun
曜日,ようび,day of the week,JLPT_2,noun
ヨーロッパ,ヨーロッパ,Europe,JLPT_2,noun
予期,よき,expectation; forecast,JLPT_2,noun
横切る,よこぎる,to cross (e.g.; arms); to traverse,JLPT_2,verb
汚す,よごす,to pollute; to make dirty,JLPT_2,verb
予算,よさん,estimate; budget,JLPT_2,noun
止す,よす,to cease; to give up,JLPT_2,verb
寄せる,よせる,to collect; to gather; to put aside,JLPT_2,verb
予測,よそく,prediction; estimation,JLPT_2,noun
ヨット,ヨット,yacht,JLPT_2,noun
夜中,よなか,midnight; dead of night,JLPT_2,noun
世の中,よのなか,society; the world,JLPT_3,noun
余分,よぶん,extra; excess; surplus,JLPT_2,noun
予報,よほう,forecast; prediction,JLPT_2,noun
予防,よぼう,prevention; protection against,JLPT_2,noun
読み,よみ,reading,JLPT_2,verb
嫁,よめ,bride; daughter-in-law,JLPT_2,noun
余裕,よゆう,excess; surplus,JLPT_3,noun
より,より,twist; ply,JLPT_2,adverb
因る,よる,to come from,JLPT_2,verb
喜び,よろこび,joy; pleasure; rejoicing,JLPT_2,noun
よろしく (かん),よろしく (かん),best regards; please remember me,JLPT_2,noun
四,よん,four,JLPT_2,noun
来,らい～,next ~,JLPT_2,verb
ライター,ライター,lighter; writer,JLPT_2,noun
楽,らく,comfort; ease,JLPT_2,adjective
ラケット,ラケット,racket,JLPT_2,noun
利益,りえき,profits; gains,JLPT_2,noun
理解,りかい,understanding; comprehension,JLPT_2,noun
陸,りく,land; shore,JLPT_2,noun
利口,りこう,clever; shrewd; bright,JLPT_2,noun
離婚,りこん,divorce,JLPT_2,noun
理想,りそう,ideal,JLPT_3,noun
率,りつ,rate; ratio; percentage,JLPT_2,noun
留学,りゅうがく,studying abroad,JLPT_2,noun
流行,りゅうこう,fashionable; fad; prevailing,JLPT_2,noun
量,りょう,quantity; amount,JLPT_2,noun
寮,りょう,hostel; dormitory,JLPT_3,noun
両替,りょうがえ,change; money exchange,JLPT_2,noun
料金,りょうきん,fee; charge; fare,JLPT_3,noun
例,れい,instance; example; case,JLPT_3,noun
礼,れい,expression of gratitude; bow,JLPT_2,noun
例外,れいがい,exception,JLPT_2,noun
礼儀,れいぎ,manners; courtesy; etiquette,JLPT_2,noun
冷静,れいせい,calm; coolness,JLPT_2,adjective
列,れつ,queue; line; row,JLPT_2,noun
列車,れっしゃ,train (ordinary),JLPT_2,noun
レベル,レベル,level,JLPT_3,noun
連想,れんそう,association (of ideas); suggestion,JLPT_2,noun
連続,れんぞく,consecutive; continuity; continuing,JLPT_2,noun
老人,ろうじん,the aged; old person,JLPT_2,noun
労働,ろうどう,labor; work,JLPT_2,noun
ロケット,ロケット,locket; rocket,JLPT_2,noun
論じる,ろんじる,to argue; to discuss,JLPT_2,verb
論争,ろんそう,controversy; dispute,JLPT_2,noun
論文,ろんぶん,thesis; paper,JLPT_2,noun
輪,わ,ring; hoop; circle,JLPT_2,noun
ワイン,ワイン,wine,JLPT_3,noun
わがまま,わがまま,selfishness; egoism; willfulness,JLPT_2,noun
別れ,わかれ,parting; separation; farewell,JLPT_2,noun
分かれる,わかれる,to branch off; to diverge from,JLPT_2,verb
脇,わき,side,JLPT_2,noun
湧く,わく,to boil; to grow hot,JLPT_2,verb
分ける,わける,to divide; to separate,JLPT_2,verb
わざと,わざと,on purpose,JLPT_2,adverb
僅か,わずか,only; merely; a little,JLPT_2,adverb
綿,わた,cotton,JLPT_2,noun
話題,わだい,topic; subject,JLPT_2,noun
笑い,わらい,laugh; laughter; smile,JLPT_2,noun
割る,わる,to divide; to break,JLPT_2,verb
悪口,わるくち,abuse; insult,JLPT_2,noun
我々,われわれ,we,JLPT_2,noun
湾,わん,bay; gulf; inlet,JLPT_2,noun
椀,わん,bowl,JLPT_2,noun
碗,わん,bowl,JLPT_2,noun
悪,あく,evil; vice,JLPT_1,adjective
当り,あたり,hit; success; reaching the mark,JLPT_1,noun
アップ,アップ,up,JLPT_1,noun
宛てる,あてる,to address; to put,JLPT_1,verb
アンケート,アンケート,questionnaire (FRE: enquete); survey,JLPT_1,noun
異,い,objection,JLPT_1,adjective
意,い,will,JLPT_1,noun
医院,いいん,doctor's office (surgery); clinic,JLPT_1,noun
怒り,いかり,anger,JLPT_1,noun
粋,いき,chic; style; purity,JLPT_1,noun
意地,いじ,disposition; spirit; obstinacy; appetite,JLPT_1,noun
依然,いぜん,still; as yet,JLPT_1,adverb
傷める,いためる,to damage; to impair; to spoil,JLPT_1,verb
炒める,いためる,to stir-fry,JLPT_1,verb
一帯,いったい,a region; the whole place,JLPT_1,noun
異動,いどう,a change; transfer,JLPT_1,noun
衣料,いりょう,clothing,JLPT_1,noun
渦,うず,swirl,JLPT_1,noun
埋まる,うまる,to be buried; to be filled,JLPT_1,verb
産む,うむ,to give birth (v.t.); to deliver; to produce,JLPT_1,verb
縁,えん,chance; tie; relationship,JLPT_1,noun
尾,お,tail; ridge,JLPT_1,noun
負う,おう,to bear; to owe,JLPT_1,verb
遅れ,おくれ,delay; lag,JLPT_1,noun
教え,おしえ,teachings; doctrine,JLPT_1,noun
驚き,おどろき,surprise; astonishment; wonder,JLPT_1,noun
織る,おる,to weave,JLPT_1,verb
欠く,かく,to lack; to crack,JLPT_1,verb
角,かく,angle,JLPT_1,noun
核,かく,nucleus; kernel,JLPT_1,noun
格,かく,status; character; case,JLPT_1,noun
学歴,がくれき,academic background,JLPT_1,noun
駆ける,かける,to run,JLPT_1,verb
賭ける,かける,to bet; to risk; to gamble,JLPT_1,verb
課題,かだい,subject; theme; task,JLPT_1,noun
片付け,かたづけ,tidying up; finishing,JLPT_1,noun
加味,かみ,seasoning; flavoring,JLPT_1,noun
借り,かり,borrowing; debt; loan,JLPT_1,verb
狩り,かり,hunting,JLPT_1,noun
管,かん,pipe; tube,JLPT_1,noun
～観,かん,feeling; view,JLPT_1,noun
癌,がん,cancer,JLPT_1,noun
刊行,かんこう,publication; issue,JLPT_1,noun
慣行,かんこう,customary practice; habit; traditional event,JLPT_1,noun
歓声,かんせい,cheer; shout of joy,JLPT_1,noun
官僚,かんりょう,bureaucrat; bureaucracy,JLPT_1,noun
器官,きかん,organ (of body; instrument),JLPT_1,noun
季刊,きかん,quarterly (e.g.; magazine),JLPT_1,noun
起源,きげん,origin; beginning; rise,JLPT_1,noun
機構,きこう,mechanism; organization,JLPT_1,noun
築く,きずく,to build; to establish,JLPT_1,verb
規制,きせい,regulation,JLPT_1,noun
丘陵,きゅうりょう,hill,JLPT_1,noun
協議,きょうぎ,conference; discussion; negotiation,JLPT_1,noun
享受,きょうじゅ,enjoyment; being given,JLPT_1,noun
協調,きょうちょう,co-operation; conciliation; harmony,JLPT_1,noun
切り,きり,limits; place to leave off,JLPT_1,noun
菌,きん,germ; bacterium,JLPT_1,noun
近視,きんし,nearsightedness,JLPT_1,noun
苦,く,trouble; worry; difficulty,JLPT_1,noun
群,ぐん,group,JLPT_1,noun
刑,けい,penalty; sentence; punishment,JLPT_1,noun
経緯,けいい,sequence of events; course,JLPT_1,noun
計器,けいき,meter; gauge,JLPT_1,noun
契機,けいき,opportunity; chance,JLPT_1,noun
携帯,けいたい,carrying something; mobile telephone,JLPT_1,noun
形態,けいたい,form; shape; figure,JLPT_1,noun
血管,けっかん,blood vessel,JLPT_1,noun
決行,けっこう,doing (with resolve); carrying out (e.g.; a plan),JLPT_1,noun
件,けん,matter; case; item,JLPT_1,noun
減少,げんしょう,decrease; reduction; decline,JLPT_1,noun
公演,こうえん,public performance,JLPT_1,noun
後悔,こうかい,regret; repentance,JLPT_1,noun
航海,こうかい,sail; voyage,JLPT_1,noun
拘束,こうそく,restriction; restraint,JLPT_1,noun
荒廃,こうはい,ruin,JLPT_1,noun
降伏,こうふく,capitulation; surrender; submission,JLPT_1,noun
興奮,こうふん,excitement; stimulation,JLPT_1,noun
語句,ごく,words; phrases,JLPT_1,noun
個々,ここ,individual; one by one,JLPT_1,noun
故人,こじん,the deceased,JLPT_1,noun
小銭,こぜに,coins; small change,JLPT_1,noun
ことによると,ことによると,(depending on the circumstances),JLPT_1,verb
コンテスト,コンテスト,contest,JLPT_1,noun
採集,さいしゅう,collecting; gathering,JLPT_1,noun
作,さく,a work; a harvest,JLPT_1,noun
策,さく,plan; policy,JLPT_1,noun
設備,せつび,equipment; device; facilities,JLPT_2,noun
絶滅,ぜつめつ,destruction; extinction,JLPT_2,noun
節約,せつやく,economizing; saving,JLPT_2,noun
攻める,せめる,to attack; to assault,JLPT_2,verb
責める,せめる,to condemn; to blame; to criticize,JLPT_2,verb
善,ぜん,good; virtue,JLPT_2,noun
全,ぜん,all; whole; entire,JLPT_2,noun
全員,ぜんいん,all members,JLPT_2,noun
専攻,せんこう,major subject; special study,JLPT_2,noun
全国,ぜんこく,the entire nation; country-wide; nation-wide,JLPT_3,noun
洗剤,せんざい,detergent,JLPT_2,noun
先日,せんじつ,the other day; a few days ago,JLPT_3,noun
前者,ぜんしゃ,the former,JLPT_2,noun
選手,せんしゅ,player selected for a team (usually athletic),JLPT_3,noun
全身,ぜんしん,the whole body; full-length (portrait),JLPT_2,noun
前進,ぜんしん,advance; drive; progress,JLPT_2,noun
センター,センター,center,JLPT_2,noun
全体,ぜんたい,whole; entirety; whatever (is the matter),JLPT_2,noun
選択,せんたく,selection; choice,JLPT_2,noun
宣伝,せんでん,advertisement; publicity,JLPT_2,noun
象,ぞう,elephant,JLPT_3,noun
騒音,そうおん,noise,JLPT_2,noun
増加,ぞうか,increase; addition,JLPT_2,noun
操作,そうさ,operation; management; processing,JLPT_2,noun
想像,そうぞう,imagination; guess,JLPT_2,noun
相続,そうぞく,succession; inheritance,JLPT_2,noun
装置,そうち,equipment; installation; apparatus,JLPT_2,noun
相当,そうとう,considerably; fairly; worth ~,JLPT_2,adverb
速度,そくど,speed; velocity; rate,JLPT_2,noun
底,そこ,bottom; sole,JLPT_2,noun
そこで,そこで,so (conj.); accordingly,JLPT_2,other
組織,そしき,organization; structure; tissue,JLPT_2,noun
そして,そして,and then,JLPT_3,other
注ぐ,そそぐ,to pour (into),JLPT_2,verb
育つ,そだつ,to be brought up; to grow (up),JLPT_2,verb
そっくり,そっくり,the splitting image of; entirely,JLPT_2,adverb
そっと,そっと,softly; gently,JLPT_2,adverb
袖,そで,sleeve,JLPT_2,noun
備える,そなえる,to prepare; to furnish; to store,JLPT_2,verb
具える,そなえる,to be furnished with,JLPT_2,verb
そのうえ,そのうえ,in addition; furthermore,JLPT_2,other
そのうち,そのうち,before long; eventually; sooner or later,JLPT_3,noun
そのまま,そのまま,without change; as it is (e.g.; now),JLPT_2,adverb
蕎麦,そば,soba (buckwheat noodles),JLPT_2,noun
ソファー,ソファー,sofa; couch,JLPT_3,noun
粗末,そまつ,humble; miserable; crude,JLPT_2,noun
それぞれ,それぞれ,each; every; respectively,JLPT_2,noun
それでも,それでも,but (still); and yet; nevertheless,JLPT_2,other
それと,それと,and,JLPT_2,other
それとも,それとも,or; or else,JLPT_2,other
揃う,そろう,to become complete; to be equal,JLPT_2,verb
揃える,そろえる,to put things in order; to arrange,JLPT_2,verb
損,そん,loss; disadvantage,JLPT_2,noun
損害,そんがい,damage; loss,JLPT_2,noun
尊敬,そんけい,respect; reverence; honor,JLPT_2,noun
存在,そんざい,existence; being,JLPT_2,noun
尊重,そんちょう,respect; esteem; regard,JLPT_2,noun
田,た,rice field,JLPT_2,noun
他,た,other (esp. places and things),JLPT_2,noun
対,たい,pair; couple; set,JLPT_2,noun
大,だい,big; great,JLPT_2,noun
題,だい,title; subject; theme,JLPT_2,noun
体育,たいいく,physical education; gymnastics; athletics,JLPT_2,noun
体温,たいおん,temperature (body),JLPT_2,noun
大会,たいかい,convention; (big) tournament; mass meeting,JLPT_3,noun
大気,たいき,atmosphere,JLPT_2,noun
代金,だいきん,price; cost,JLPT_2,noun
退屈,たいくつ,tedium; boring,JLPT_2,noun
滞在,たいざい,stay; sojourn,JLPT_2,noun
大使,たいし,ambassador,JLPT_2,noun
大した,たいした,significant; great; considerable,JLPT_3,adjective
体重,たいじゅう,(body) weight,JLPT_3,noun
対象,たいしょう,target; object (of worship; study; etc.); subject (i.e.; of taxation),JLPT_3,noun
対照,たいしょう,contrast; antithesis; comparison,JLPT_2,noun
大臣,だいじん,cabinet minister,JLPT_2,noun
対する,たいする,to face; to confront; to oppose,JLPT_2,verb
大戦,たいせん,great war; great battle,JLPT_2,noun
態度,たいど,attitude; manner,JLPT_3,noun
大統領,だいとうりょう,president,JLPT_2,noun
大半,たいはん,most of; majority; mostly,JLPT_3,noun
代表,だいひょう,representative; delegation,JLPT_3,noun
大部分,だいぶぶん,most part; majority,JLPT_2,noun
タイプライター,タイプライター,typewriter,JLPT_2,noun
逮捕,たいほ,arrest; apprehension; capture,JLPT_2,noun
題名,だいめい,title,JLPT_2,noun
ダイヤ,ダイヤ,(railway) schedule; diamond,JLPT_2,noun
太陽,たいよう,sun,JLPT_2,noun
平ら,たいら,flatness; level; smooth,JLPT_2,noun
代理,だいり,representation; proxy; deputy,JLPT_2,noun
大陸,たいりく,continent,JLPT_3,noun
倒す,たおす,to throw down; to beat,JLPT_2,verb
タオル,タオル,(hand) towel,JLPT_3,noun
だが,だが,but; however,JLPT_2,other
互い,たがい,mutual; each other,JLPT_2,noun
高める,たかめる,to raise; to lift; to boost,JLPT_2,verb
宝,たから,treasure,JLPT_2,noun
宅,たく,house; home,JLPT_2,noun
炊く,たく,to boil; to cook,JLPT_2,verb
焚く,たく,to burn; to kindle; to build a fire,JLPT_2,verb
抱く,だく,to embrace; to hug,JLPT_2,verb
だけど,だけど,however,JLPT_2,other
たしか,たしか,certain; sure; if I remember correctly,JLPT_2,adverb
確かめる,たしかめる,to ascertain; to make sure,JLPT_2,verb
多少,たしょう,a little (same as 少し (すこし)),JLPT_3,adverb
助かる,たすかる,to be saved; (something) helps (v.i.),JLPT_3,verb
助ける,たすける,to help (v.t.); to save; to rescue,JLPT_3,verb
ただ,ただ,free of charge; just (~); only (~),JLPT_3,other
只,ただ,free of charge; mere; only,JLPT_2,noun
唯,ただ,mere; sole; plain,JLPT_2,adverb
戦い,たたかい,battle; fight,JLPT_2,noun
戦う,たたかう,to fight; to compete; to battle,JLPT_3,verb
叩く,たたく,to strike; to beat,JLPT_2,verb
直ちに,ただちに,at once; immediately,JLPT_2,adverb
畳む,たたむ,to fold (clothes),JLPT_2,verb
立ち上がる,たちあがる,to stand up,JLPT_2,verb
立場,たちば,standpoint; position; situation,JLPT_2,noun
建つ,たつ,to stand; to be built (v.i.); to erect; to be erected,JLPT_3,verb
経つ,たつ,(time) passes,JLPT_3,verb
達する,たっする,to reach; to get to,JLPT_2,verb
唯,たった,only; just,JLPT_2,adverb
だって,だって,but; because; even,JLPT_2,other
たっぷり,たっぷり,full; in plenty; ample,JLPT_2,adverb
たとえ,たとえ,even if; no matter; though,JLPT_2,adverb
谷,たに,valley,JLPT_2,noun
他人,たにん,unrelated person; stranger,JLPT_2,noun
種,たね,seed; material; cause,JLPT_2,noun
束,たば,bunch; bundle,JLPT_2,noun
足袋,たび,Japanese socks (with split toe),JLPT_2,noun
度,たび,counter for occurrences,JLPT_2,noun
旅,たび,travel; trip; journey,JLPT_2,noun
たびたび,たびたび,often; repeatedly; frequently,JLPT_2,adverb
玉,たま,ball; sphere; coin,JLPT_2,noun
球,たま,globe; sphere; ball,JLPT_2,noun
弾,たま,bullet; shot,JLPT_2,noun
偶,たま,even number; couple; friend,JLPT_2,noun
騙す,だます,to trick; to cheat; to deceive,JLPT_2,verb
偶々,たまたま,unexpectedly; accidentally; by chance,JLPT_2,noun
たまらない,たまらない,intolerable; unbearable; unendurable,JLPT_2,adjective
溜まる,たまる,to collect; to gather; to accumulate,JLPT_2,verb
黙る,だまる,to be silent,JLPT_2,verb
試し,ためし,trial; test,JLPT_2,noun
試す,ためす,to attempt; to test,JLPT_2,verb
溜める,ためる,to accumulate; to collect,JLPT_2,verb
便り,たより,news; correspondence; letter,JLPT_2,noun
頼る,たよる,to rely on; to have recourse to; to depend on,JLPT_2,verb
段,だん,step; stair; grade,JLPT_2,noun
単位,たんい,credit (for a course in school); unit; denomination,JLPT_3,noun
単語,たんご,word; vocabulary,JLPT_3,noun
男子,だんし,young man,JLPT_2,noun
単純,たんじゅん,simplicity,JLPT_2,noun
誕生,たんじょう,birth,JLPT_2,noun
ダンス,ダンス,dance,JLPT_2,noun
団体,だんたい,organization; association,JLPT_2,noun
担当,たんとう,(in) charge,JLPT_2,noun
単なる,たんなる,mere; simple; sheer,JLPT_3,adjective
単に,たんに,simply; merely,JLPT_2,adverb
地,ち,earth,JLPT_2,noun
地位,ちい,(social) position; status,JLPT_2,noun
地域,ちいき,area; region,JLPT_2,noun
チーズ,チーズ,cheese,JLPT_3,noun
チーム,チーム,team,JLPT_3,noun
知恵,ちえ,wisdom; wit; intelligence,JLPT_2,noun
地下,ちか,basement; underground,JLPT_2,noun
違い,ちがい,difference; discrepancy,JLPT_3,noun
違いない,ちがいない,(phrase) sure; no mistaking it; for certain,JLPT_2,noun
近頃,ちかごろ,lately; recently; nowadays,JLPT_2,noun
地球,ちきゅう,the earth,JLPT_2,noun
地区,ちく,district; section,JLPT_2,noun
遅刻,ちこく,lateness; late coming,JLPT_2,noun
知事,ちじ,prefectural governor,JLPT_3,noun
知識,ちしき,knowledge; information,JLPT_3,noun
父親,ちちおや,father,JLPT_2,noun
知能,ちのう,intelligence; brains,JLPT_2,noun
地平線,ちへいせん,horizon,JLPT_2,noun
地方,ちほう,area; locality; region,JLPT_2,noun
茶,ちゃ,tea,JLPT_2,noun
チャンス,チャンス,chance; opportunity,JLPT_2,noun
ちゃんと,ちゃんと,perfectly; properly; exactly,JLPT_2,adverb
中,ちゅう,inside; middle; among,JLPT_2,noun
注,ちゅう,annotation; explanatory note,JLPT_2,noun
中央,ちゅうおう,central; center; middle,JLPT_2,noun
中学,ちゅうがく,middle school; junior high school,JLPT_3,noun
中古,ちゅうこ,used; second-hand,JLPT_2,noun
中止,ちゅうし,suspension; stoppage; discontinuance,JLPT_2,noun
駐車,ちゅうしゃ,parking (e.g.; car),JLPT_2,noun
昼食,ちゅうしょく,lunch (same as 昼ご飯 (ひるごはん)),JLPT_3,noun
中心,ちゅうしん,center; core,JLPT_3,noun
注目,ちゅうもく,notice; attention; observation,JLPT_2,noun
注文,ちゅうもん,order; request,JLPT_2,noun
長期,ちょうき,long time period,JLPT_2,noun
調査,ちょうさ,survey; investigation,JLPT_3,noun
調子,ちょうし,condition; state; tune; tone,JLPT_3,noun
頂上,ちょうじょう,top; summit; peak,JLPT_2,noun
ちょうだい,ちょうだい,-- colloquial form of ください; typically used by children or women --,JLPT_3,noun
貯金,ちょきん,(bank) savings,JLPT_2,noun
直接,ちょくせつ,direct; immediate; firsthand,JLPT_2,noun
著者,ちょしゃ,author; writer,JLPT_2,noun
散らす,ちらす,to scatter; to disperse; to distribute,JLPT_2,verb
散る,ちる,to fall; to scatter (e.g.; blossoms),JLPT_2,verb
遂に,ついに,finally; at last,JLPT_2,adverb
通過,つうか,passage through; passing,JLPT_2,noun
通貨,つうか,currency,JLPT_2,noun
通学,つうがく,commuting to school,JLPT_2,noun
通勤,つうきん,commuting to work,JLPT_2,noun
通行,つうこう,passage; passing,JLPT_2,noun
通じる,つうじる,to run to; to lead to; to communicate,JLPT_2,verb
通信,つうしん,correspondence; communications,JLPT_2,noun
通訳,つうやく,interpretation; interpreter,JLPT_3,noun
捕まる,つかまる,to be arrested; to be caught,JLPT_3,verb
掴む,つかむ,to seize; to catch; to grasp,JLPT_2,verb
疲れ,つかれ,tiredness; fatigue,JLPT_2,noun
付き合い,つきあい,socialization; friendship; association,JLPT_3,noun
付合う,つきあう,to associate with; to keep company with; to get on with,JLPT_2,verb
次々,つぎつぎ,in succession; one by one,JLPT_2,adverb
付く,つく,to adjoin; to be attached; to adhere,JLPT_2,verb
就く,つく,to settle in (place); to take (seat position); to study (under teacher),JLPT_2,verb
突く,つく,to thrust; to strike; to poke,JLPT_2,verb
次ぐ,つぐ,to rank next to; to come after,JLPT_2,verb
注ぐ,つぐ,to pour (into),JLPT_2,verb
付ける,つける,to attach; to join; to add,JLPT_2,verb
着ける,つける,to put on; to wear; to draw up,JLPT_2,verb
伝わる,つたわる,to be handed down; to be transmitted,JLPT_2,verb
土,つち,earth; soil,JLPT_2,noun
続き,つづき,sequel; continuation,JLPT_2,verb
包み,つつみ,bundle; package,JLPT_2,noun
勤め,つとめ,work; employment,JLPT_2,noun
務め,つとめ,duty,JLPT_2,noun
繋がる,つながる,to be connected to; to be related to,JLPT_2,verb
繋ぐ,つなぐ,to tie; to fasten; to connect,JLPT_2,verb
繋げる,つなげる,to connect,JLPT_2,verb
常に,つねに,always (same as いつも) (written expression),JLPT_3,adverb
翼,つばさ,wings,JLPT_2,noun
つまり,つまり,namely; in other words; in short,JLPT_3,other
罪,つみ,crime; fault; indiscretion,JLPT_2,noun
積む,つむ,to pile up; to stack,JLPT_2,verb
詰める,つめる,to pack; to shorten; to work out (details),JLPT_2,verb
積もる,つもる,to pile up,JLPT_2,verb
梅雨,つゆ,rainy season,JLPT_2,noun
辛い,つらい,painful; heart-breaking,JLPT_2,adjective
釣,つり,fishing,JLPT_2,noun
連れ,つれ,companion; company,JLPT_2,noun
出,で,outflow; coming (going) out; graduate (of),JLPT_2,noun
出会い,であい,meeting; rendezvous; encounter,JLPT_2,noun
出合い,であい,an encounter,JLPT_2,noun
出会う,であう,to meet by chance; to come across; to happen to encounter,JLPT_2,verb
提案,ていあん,proposal; proposition; suggestion,JLPT_2,noun
定期,ていき,fixed term,JLPT_2,noun
抵抗,ていこう,resistance; opposition,JLPT_2,noun
提出,ていしゅつ,presentation; submission; filing,JLPT_2,noun
停電,ていでん,failure of electricity,JLPT_2,noun
程度,ていど,degree; amount; level,JLPT_2,noun
停留所,ていりゅうじょ,bus or tram stop,JLPT_2,noun
デート,デート,date (in the sense of 'social engagement' only),JLPT_3,noun
敵,てき,enemy; rival,JLPT_2,noun
出来事,できごと,incident happening; event,JLPT_2,noun
適する,てきする,to fit; to suit,JLPT_2,verb
適切,てきせつ,appropriate; adequate; relevance,JLPT_2,noun
適度,てきど,moderate,JLPT_2,adjective
適用,てきよう,applying,JLPT_2,noun
できれば,できれば,if possible…,JLPT_2,verb
手品,てじな,conjuring trick; magic,JLPT_2,noun
ですから,ですから,therefore,JLPT_2,other
鉄,てつ,iron,JLPT_2,noun
哲学,てつがく,philosophy,JLPT_2,noun
手伝い,てつだい,help; helper; assistant,JLPT_2,noun
徹底,てってい,thoroughness; completeness,JLPT_2,noun
鉄道,てつどう,railway; railroad,JLPT_3,noun
徹夜,てつや,staying up all night; sleepless night,JLPT_3,noun
手間,てま,time; labor,JLPT_2,noun
デモ,デモ,demo; demonstration,JLPT_2,noun
典型,てんけい,type; pattern; archetypal,JLPT_2,noun
天候,てんこう,weather,JLPT_2,noun
電子,でんし,electron; electronic,JLPT_2,noun
テント,テント,tent,JLPT_2,noun
伝統,でんとう,tradition; convention,JLPT_2,noun
