expression,reading,romaji,meaning,tags,part_of_speech,most_200_verb,transitivity
親切,しんせつ,shinsetsu,kindness,JLPT_4,adjective,x,
知らせる,しらせる,shiraseru,to notify,JLPT_4,verb,x,transitive
歯医者,はいしゃ,haisha,dentist,JLPT_4,noun,x,
熱心,ねっしん,nesshin,enthusiasm,JLPT_4,adjective,x,
始める,はじめる,hajimeru,to start; to begin,JLPT_4,verb,o,transitive
もらう,もらう,morau,to receive,JLPT_4,verb,o,transitive
泣く,なく,naku,to cry,JLPT_4,verb,o,both
治る,なおる,naoru,to get better; to recover from illness (v.i.),JLPT_4,verb,o,intransitive
熱,ねつ,netsu,fever; temperature,JLPT_4,noun,x,
お祭り,おまつり,omatsuri,festival,JLPT_4,noun,x,
水道,すいどう,suidou,water service; water line,JLPT_4,noun,x,
匂い,におい,nioi,odor; smell,JLPT_4,noun,x,
ベル,ベル,bell,bell,JLPT_4,noun,x,
赤ん坊,あかんぼう,akanbou,baby,JLPT_4,noun,x,
おかしい,おかしい,okashii,strange; odd; funny,JLPT_4,adjective,x,
事故,じこ,jiko,accident,JLPT_4,noun,x,
変,へん,hen,strange; odd,JLPT_4,noun,x,
辞典,じてん,jiten,encyclopedia; reference book,JLPT_4,noun,x,
残る,のこる,nokoru,to remain (v.i.); to be left,JLPT_4,verb,x,intransitive
立てる,たてる,tateru,to stand (something) up; to erect (something),JLPT_4,verb,x,transitive
くれる,くれる,kureru,to give; to do for,JLPT_4,verb,o,both
～員,～いん,~in,member of ~,JLPT_4,noun,x,
原因,げんいん,genin,cause; origin; source,JLPT_4,noun,x,
驚く,おどろく,odoroku,to be surprised; to be astonished,JLPT_4,verb,o,intransitive
いただく,頂く,itadaku,-- extra-modest expression for たべる and のむ; humble expression for もらう --,JLPT_4,verb,x,transitive
祖母,そぼ,sobo,grandmother,JLPT_4,noun,x,
場所,ばしょ,basho,place; location,JLPT_4,noun,x,
答,こたえ,kotae,answer; response,JLPT_4,noun,x,
もちろん,もちろん,mochiron,certainly; of course,JLPT_4,adverb,x,
漬ける,つける,tsukeru,to soak; to moisten; to pickle,JLPT_4,verb,x,transitive
受付,うけつけ,uketsuke,reception(ist) desk,JLPT_4,noun,x,
内,うち,uchi,within; inside,JLPT_4,noun,x,
スクリーン,スクリーン,screen,screen,JLPT_4,noun,x,
増える,ふえる,fueru,to increase; to multiply,JLPT_4,verb,o,intransitive
または,または,matawa,or; otherwise,JLPT_4,other,x,
けがする,けがする,kegasuru,injury (to animate object); hurt,JLPT_4,verb,x,both
以下,いか,ika,less than; below,JLPT_4,noun,x,
選ぶ,えらぶ,erabu,to choose; to select,JLPT_4,verb,o,transitive
～ばかり,～ばかり,~bakari,just did ~; only,JLPT_4,noun,x,
心,こころ,kokoro,heart; mind,JLPT_4,noun,x,
～だす,～だす,~dasu,to start doing ~,JLPT_4,verb,x,both
サラダ,サラダ,salad,salad,JLPT_4,noun,x,
届ける,とどける,todokeru,to deliver (v.t.),JLPT_4,verb,o,transitive
あいさつする,挨拶,aisatsu,greet(ing),JLPT_4,verb,x,intransitive
景色,けしき,keshiki,scenery; landscape,JLPT_4,noun,x,
確か,たしか,tashika,if I remember correctly; certain; definite,JLPT_4,adjective,x,
ステーキ,ステーキ,steak,steak,JLPT_4,noun,x,
食料品,しょくりょうひん,shokuryouhin,foodstuff; groceries,JLPT_4,noun,x,
森,もり,mori,forest,JLPT_4,noun,x,
以内,いない,inai,within; less (no more) than,JLPT_4,noun,x,
予定,よてい,yotei,plans; arrangement; schedule,JLPT_4,noun,x,
オーバー,オーバー,over,overcoat; over; exceeding; exaggeration,JLPT_4,noun,x,
乾く,かわく,kawaku,to get dry,JLPT_4,verb,x,intransitive
石,いし,ishi,stone,JLPT_4,noun,x,
思い出す,おもいだす,omoidasu,to recall; to remember,JLPT_4,verb,x,transitive
踊る,おどる,odoru,to dance,JLPT_4,verb,o,intransitive
細かい,こまかい,komakai,small; fine; minute,JLPT_4,adjective,x,
塗る,ぬる,nuru,to paint; to plaster,JLPT_4,verb,x,transitive
ご主人,ごしゅじん,goshujin,(your; her) husband,JLPT_4,noun,x,
珍しい,めずらしい,mezurashii,unusual; rare,JLPT_4,adjective,x,
用,よう,you,errand; task; business (to take care of),JLPT_4,noun,x,
公務員,こうむいん,koumuin,government worker; public servant,JLPT_4,noun,x,
お嬢さん,おじょうさん,ojousan,(someone's) daughter (polite),JLPT_4,noun,x,
用意,ようい,youi,preparation,JLPT_4,noun,x,
探す,さがす,sagasu,to search; to seek; to look for,JLPT_4,verb,o,transitive
形,かたち,katachi,shape,JLPT_4,noun,x,
運転,うんてんする,untensuru,driving,JLPT_4,noun,x,
すっかり,すっかり,sukkari,all; completely,JLPT_4,adverb,x,
アナウンサー,アナウンサー,announcer,announcer,JLPT_4,noun,x,
お土産,おみやげ,omiyage,souvenir,JLPT_4,noun,x,
消しゴム,けしゴム,keshigom,eraser,JLPT_4,noun,x,
旅館,りょかん,ryokan,a Japanese inn,JLPT_4,noun,x,
海岸,かいがん,kaigan,coast; seashore,JLPT_4,noun,x,
寂しい,さびしい,sabishii,lonely; lonesome,JLPT_4,adjective,x,
火,ひ,hi,fire,JLPT_4,noun,x,
育てる,そだてる,sodateru,to raise (v.t.); to bring up,JLPT_4,verb,o,transitive
味噌,みそ,miso,miso; bean paste,JLPT_4,noun,x,
お祝い,おいわい,oiwai,congratulation; celebration,JLPT_4,noun,x,
乗り物,のりもの,norimono,vehicle,JLPT_4,noun,x,
案内,あんないする,annaisuru,information; guidance,JLPT_4,noun,o,transitive
通う,かよう,kayou,to go back and forth; to commute,JLPT_4,verb,x,intransitive
連れる,つれる,tsureru,to lead; to take (a person),JLPT_4,verb,x,transitive
技術,ぎじゅつ,gijutsu,technique; technology; skill,JLPT_4,noun,x,
小鳥,ことり,kotori,small bird,JLPT_4,noun,x,
下宿,げしゅく,geshuku,lodging; boarding house,JLPT_4,noun,x,
ジャム,ジャム,jam,jam,JLPT_4,noun,x,
招待,しょうたい,shoutai,invitation,JLPT_4,noun,o,transitive
鏡,かがみ,kagami,mirror,JLPT_4,noun,x,
はず,はず,hazu,it should be so,JLPT_4,noun,x,
法律,ほうりつ,houritsu,law,JLPT_4,noun,x,
進む,すすむ,susumu,to advance; to proceed,JLPT_4,verb,o,intransitive
楽む,たのしむ,tanoshimu,to enjoy,JLPT_4,noun,x,
貿易,ぼうえき,boueki,trade,JLPT_4,noun,x,
反対,はんたい,hantai,oppose; opposition; resistance,JLPT_4,noun,o,intransitive
おる,おる,oru,-- extra-modest expression for いる --,JLPT_4,verb,x,both
申す,もうす,mousu,-- extra-modest (humble) expression for 言う (いう) --,JLPT_4,verb,x,transitive
試験,しけん,shiken,an exam,JLPT_4,noun,o,transitive
真面目,まじめ,majime,diligent; serious,JLPT_4,noun,x,
ご覧になる,ごらんになる,goranninaru,-- honorific expression for みる --,JLPT_4,verb,x,transitive
店員,てんいん,tenin,clerk; shop-employee,JLPT_4,noun,x,
泊まる,とまる,tomaru,to stay (over night) (v.i.),JLPT_4,verb,o,intransitive
よろしい,よろしい,yoroshii,(hon.) good; OK; all right,JLPT_4,adjective,x,
今夜,こんや,kon'ya,this evening; tonight,JLPT_4,noun,x,
おつり,おつり,otsuri,change; balance of money returned to the purchaser,JLPT_4,noun,x,
チェックする,チェックする,checksuru,check,JLPT_4,verb,x,both
会話,かいわ,kaiwa,conversation,JLPT_4,noun,x,
空気,くうき,kuuki,air; atmosphere,JLPT_4,noun,x,
交通,こうつう,koutsuu,traffic; transportation,JLPT_4,noun,x,
ワープロ,ワープロ,wordprocessor,word processor,JLPT_4,noun,x,
喜ぶ,よろこぶ,yorokobu,to rejoice; to be delighted; to be glad,JLPT_4,verb,o,both
急行,きゅうこう,kyuukou,express train or bus,JLPT_4,noun,x,
皆,みな,mina,everyone,JLPT_4,noun,x,
味,あじ,aji,flavor; taste,JLPT_4,noun,x,
空港,くうこう,kuukou,airport,JLPT_4,noun,x,
手袋,てぶくろ,tebukuro,glove(s),JLPT_4,noun,x,
校長,こうちょう,kouchou,principal; headmaster,JLPT_4,noun,x,
ごちそう,ごちそう,gochisou,feast; treating (someone),JLPT_4,noun,x,
踊り,おどり,odori,dance,JLPT_4,noun,x,
興味,きょうみ,kyoumi,interest (in something),JLPT_4,noun,x,
引っ越す,ひっこす,hikkosu,to move to a new place of residence,JLPT_4,verb,o,intransitive
冷房,れいぼう,reibou,cooling; air conditioning,JLPT_4,noun,x,
都合,つごう,tsugou,circumstances; convenience,JLPT_4,noun,x,
遠慮,えんりょする,enryosuru,restraint; reserve; hesitate,JLPT_4,noun,x,
亡くなる,なくなる,nakunaru,to pass away,JLPT_4,verb,x,intransitive
科学,かがく,kagaku,science,JLPT_4,noun,x,
はっきり,はっきり,hakkiri,clearly; distinctly,JLPT_4,adverb,x,
差し上げる,さしあげる,sashiageru,-- humble expression for あげる --,JLPT_4,verb,x,transitive
気持ち,きもち,kimochi,feeling; sensation; mood,JLPT_4,noun,x,
祖父,そふ,sofu,grandfather,JLPT_4,noun,x,
港,みなと,minato,harbor; port,JLPT_4,noun,x,
予約,よやく,yoyaku,reservation,JLPT_4,noun,o,transitive
凄い,すごい,sugoi,terrific; great,JLPT_4,adjective,x,
入学,にゅうがくする,nyuugakusuru,entry to school or university,JLPT_4,noun,x,
片付ける,かたづける,katazukeru,to (clean) tidy up (v.t.); to put away,JLPT_4,verb,x,transitive
写す,うつす,utsusu,to copy (v.t.); to photograph,JLPT_4,verb,x,transitive
パソコン,パソコン,personalcomputer,(personal) computer,JLPT_4,noun,x,
部長,ぶちょう,buchou,department (division) manager,JLPT_4,noun,x,
火事,かじ,kaji,fire,JLPT_4,noun,x,
足す,たす,tasu,to add (numbers),JLPT_4,verb,x,transitive
教会,きょうかい,kyoukai,church,JLPT_4,noun,x,
彼ら,かれら,karera,they (usually male),JLPT_4,noun,x,
いっぱい,一杯,ichibai,full; to the utmost,JLPT_4,adverb,x,
アメリカ,アメリカ,america,America; U.S.A.,JLPT_4,noun,x,
男性,だんせい,dansei,man; male,JLPT_4,noun,x,
理由,りゆう,riyuu,reason,JLPT_4,noun,x,
生産,せいさんする,seisansuru,production; to produce,JLPT_4,noun,x,
着物,きもの,kimono,kimono; Japanese traditional dress,JLPT_4,noun,x,
おもちゃ,おもちゃ,omocha,a toy,JLPT_4,noun,x,
暮れる,くれる,kureru,to get dark; to come to an end,JLPT_4,verb,x,intransitive
釣る,つる,tsuru,to fish,JLPT_4,verb,x,transitive
～ちゃん,～ちゃん,~chan,suffix for familiar (female) person,JLPT_4,noun,x,
打つ,うつ,utsu,to hit; to strike,JLPT_4,verb,o,transitive
あんな,あんな,anna,such; like that,JLPT_4,adjective,x,
謝る,あやまる,ayamaru,to apologize,JLPT_4,verb,o,both
昼間,ひるま,hiruma,daytime; during the day,JLPT_4,noun,x,
教育,きょういく,kyouiku,education,JLPT_4,noun,o,transitive
女性,じょせい,josei,woman,JLPT_4,noun,x,
米,こめ,kome,uncooked rice,JLPT_4,noun,x,
邪魔,じゃま,jama,hindrance; intrusion,JLPT_4,adjective,x,
国際,こくさい,kokusai,international,JLPT_4,noun,x,
隅,すみ,sumi,corner,JLPT_4,noun,x,
伺う,うかがう,ukagau,humble form of 行く (いく); 聞く (きく) and 来る (くる),JLPT_3,verb,x,both
再来週,さらいしゅう,saraishuu,the week after next,JLPT_4,noun,x,
夢,ゆめ,yume,a dream,JLPT_4,noun,x,
喉,のど,nodo,throat,JLPT_4,noun,x,
最近,さいきん,saikin,recently; nowadays; in recent years; most recent; latest,JLPT_4,noun,x,
周り,まわり,mawari,surroundings,JLPT_4,noun,x,
歴史,れきし,rekishi,history,JLPT_4,noun,x,
不便,ふべん,fuben,inconvenience,JLPT_4,adjective,x,
血,ち,chi,blood,JLPT_4,noun,x,
～続ける,～つづける,~tsuzukeru,to continue doing ~,JLPT_4,verb,x,transitive
毛,け,ke,hair; fur,JLPT_4,noun,x,
ひどい,ひどい,hidoi,terrible; awful; unfair; cruel,JLPT_4,adjective,x,
例えば,たとえば,tatoeba,for example; e.g.,JLPT_4,other,x,
中々,なかなか,nakanaka,very; considerably; quite,JLPT_4,noun,x,
随分,ずいぶん,zuibun,extremely,JLPT_4,adverb,x,
～やすい,～やすい,~yasui,easy to do ~,JLPT_4,adjective,x,
押し入れ,おしいれ,oshiire,closet,JLPT_4,noun,x,
電灯,でんとう,dentou,electric light,JLPT_4,noun,x,
叱る,しかる,shikaru,to scold,JLPT_3,verb,x,transitive
サンダル,サンダル,sandal,sandal,JLPT_4,noun,x,
びっくりする,びっくりする,bikkurisuru,to be surprised,JLPT_4,verb,x,intransitive
うまい,うまい,umai,delicious; skillful; fortunate,JLPT_4,adjective,x,
変える,かえる,kaeru,to change; to alter; to vary,JLPT_4,verb,o,transitive
講堂,こうどう,koudou,auditorium,JLPT_4,noun,x,
子,こ,ko,child,JLPT_4,noun,x,
沸かす,わかす,wakasu,to boil,JLPT_4,verb,x,transitive
レジ,レジ,register,register,JLPT_4,noun,x,
しばらく,しばらく,shibaraku,little while,JLPT_4,adverb,x,
特に,とくに,tokuni,particularly,JLPT_4,adverb,x,
空く,あく,aku,to open; to become empty (vacant),JLPT_3,verb,x,both
計画,けいかくする,keikakusuru,plan; project; schedule,JLPT_4,noun,o,transitive
通り,とおり,toori,~ Street; ~ Avenue,JLPT_4,noun,x,
下着,したぎ,shitagi,underwear,JLPT_4,noun,x,
経済,けいざい,keizai,economics; finance; economy,JLPT_4,noun,x,
こう,こう,kou,like this; this way,JLPT_4,adverb,x,
是非,ぜひ,zehi,certainly; by all means; without fail,JLPT_4,noun,x,
裏,うら,ura,reverse side; back,JLPT_4,noun,x,
為,ため,tame,good; advantage; in order to,JLPT_4,noun,x,
おいでになる,おいでになる,oideninaru,(hon.) to be,JLPT_4,verb,x,intransitive
変わる,かわる,kawaru,to change (v.i.); to be transformed; to vary,JLPT_4,verb,o,intransitive
以外,いがい,igai,other than; with the exception of; excepting,JLPT_4,noun,x,
済む,すむ,sumu,to finish; to end,JLPT_4,verb,x,intransitive
ハンバーグ,ハンバーグ,hamburg,hamburger steak,JLPT_4,noun,x,
市,し,shi,city,JLPT_4,noun,x,
引き出し,ひきだし,hikidashi,drawer,JLPT_4,noun,x,
遊び,あそび,asobi,play,JLPT_4,noun,x,
支度,したくする,shitakusuru,preparation,JLPT_4,noun,x,
～始める,～はじめる,~hajimeru,to start doing ~,JLPT_4,verb,x,transitive
見える,みえる,mieru,to be visible; -- polite verb meaning 来る (くる) --,JLPT_4,verb,x,intransitive
十分,じゅうぶん,juubun,enough,JLPT_4,noun,x,
音,おと,oto,sound; note,JLPT_4,noun,x,
きっと,きっと,kitto,surely; definitely; undoubtedly; certainly,JLPT_4,adverb,x,
まず,まず,mazu,first (of all); to start with,JLPT_4,adverb,x,
遠く,とおく,tooku,far away; distant,JLPT_4,noun,x,
大体,だいたい,daitai,approximately; in most cases; in general; to begin with (same as もともと),JLPT_4,noun,x,
折れる,おれる,oreru,to break; to be folded; to give in; to turn (a corner),JLPT_4,verb,x,intransitive
正しい,ただしい,tadashii,correct,JLPT_4,adjective,x,
輸入,ゆにゅう,yunyuu,import,JLPT_4,noun,x,
返事,へんじ,henji,reply; answer,JLPT_4,noun,x,
都,と,to,metropolitan,JLPT_4,noun,x,
産業,さんぎょう,sangyou,industry,JLPT_4,noun,x,
伝える,つたえる,tsutaeru,to convey (a message); to tell; to report,JLPT_4,verb,o,transitive
お金持ち,かねもち; おかねもち,kanemochi;okanemochi,rich person,JLPT_4,noun,x,
説明,せつめい,setsumei,explanation,JLPT_4,noun,o,transitive
島,しま,shima,island,JLPT_4,noun,x,
道具,どうぐ,dougu,tool,JLPT_4,noun,x,
滑る,すべる,suberu,to slide; to slip,JLPT_4,verb,o,both
それほど,それほど,sorehodo,to that degree; extent,JLPT_4,adverb,x,
以上,いじょう,ijou,more than; this is all,JLPT_4,noun,x,
～まま,～まま,~mama,as it is,JLPT_4,noun,x,
特急,とっきゅう,tokkyuu,limited express (train faster than an express),JLPT_4,noun,x,
プレゼント,プレゼント,present,present; gift,JLPT_4,noun,x,
～(に) よると,～(に) よると,~(ni)yoruto,according to ~,JLPT_4,verb,x,not_found
妻,つま,tsuma,wife (humble),JLPT_4,noun,x,
帰り,かえり,kaeri,return; coming back,JLPT_4,noun,x,
具合,ぐあい,guai,condition; state; health,JLPT_4,noun,x,
堅; 硬; 固い,かたい,katai,solid; hard; firm,JLPT_4,adjective,x,
駐車場,ちゅうしゃじょう,chuushajou,parking lot,JLPT_4,noun,x,
スーツ,スーツ,suit,suit,JLPT_4,noun,x,
危険,きけん,kiken,danger; risk; hazard,JLPT_4,adjective,x,
髪,かみ,kami,hair,JLPT_4,noun,x,
天気予報,てんきよほう,tenkiyohou,weather forecast,JLPT_4,noun,x,
彼女,かのじょ,kanojo,girlfriend; she,JLPT_4,noun,x,
間,あいだ,aida,space; interval,JLPT_4,noun,x,
卒業,そつぎょう,sotsugyou,graduation,JLPT_4,noun,x,
それで,それで,sorede,and (conj.); thereupon; because of that,JLPT_4,other,x,
枝,えだ,eda,branch; twig,JLPT_4,noun,x,
専門,せんもん,senmon,major; speciality,JLPT_4,noun,x,
そろそろ,そろそろ,sorosoro,gradually; soon,JLPT_4,adverb,x,
送る,おくる,okuru,to send; to dispatch,JLPT_4,verb,o,transitive
あげる,あげる,ageru,to give,JLPT_4,verb,o,both
騒ぐ,さわぐ,sawagu,to make noise; to clamor,JLPT_4,verb,x,intransitive
尋ねる,たずねる,tazuneru,to inquire (same as 質問する),JLPT_4,verb,x,transitive
放送,ほうそうする,housousuru,broadcasting,JLPT_4,noun,x,
政治,せいじ,seiji,politics,JLPT_4,noun,x,
市民,しみん,shimin,citizen,JLPT_4,noun,x,
ファックス,ファックス,fax,fax,JLPT_4,noun,x,
負ける,まける,makeru,to lose (a game) (v.i.); to be defeated,JLPT_4,verb,x,both
指輪,ゆびわ,yubiwa,(finger) ring,JLPT_4,noun,x,
田舎,いなか,inaka,rural; countryside,JLPT_4,noun,x,
見つける,みつける,mitsukeru,to discover; to find (v.t.),JLPT_4,verb,o,transitive
高校生,こうこうせい,koukousei,high school student,JLPT_4,noun,x,
講義,こうぎ,kougi,a lecture,JLPT_4,noun,x,
そんなに,そんなに,sonnani,so much; like that,JLPT_4,adverb,x,
昼休み,ひるやすみ,hiruyasumi,lunch break; noon recess,JLPT_4,noun,x,
忘れ物,わすれもの,wasuremono,lost article; something forgotten,JLPT_4,noun,x,
下りる,おりる,oriru,to get down; to go; come down,JLPT_4,verb,x,intransitive
腕,うで,ude,arm (in reference to body),JLPT_4,noun,x,
訳,わけ,wake,reason; explanation,JLPT_4,noun,x,
承知,しょうちする,shouchisuru,consent; acceptance,JLPT_4,noun,x,
日記,にっき,nikki,diary; journal,JLPT_4,noun,x,
高校; 高等学校,こうこう; こうとうがっこう,koukou;koutougakkou,high school; senior high school,JLPT_4,noun,x,
似る,にる,niru,to resemble; to be similar,JLPT_4,verb,x,intransitive
～おわる,～おわる,~owaru,to finish doing ~,JLPT_4,verb,x,both
暖房,だんぼう,danbou,heating,JLPT_4,noun,x,
留守,るす,rusu,absence; not at home,JLPT_4,noun,x,
割合,わりあい,wariai,rate; ratio; percentage,JLPT_4,noun,x,
寺,てら,tera,Buddhist temple,JLPT_4,noun,x,
慣れる,なれる,nareru,to grow accustomed to,JLPT_4,verb,x,intransitive
普通,ふつう,futsuu,common; usual,JLPT_4,adjective,x,
手伝う,てつだう,tetsudau,to help,JLPT_4,verb,o,transitive
なるほど,なるほど,naruhodo,I see; I now understand,JLPT_4,other,x,
くださる,くださる,kudasaru,(hon.) to give; to confer,JLPT_4,verb,x,transitive
息子,むすこ,musuko,(humble) son,JLPT_4,noun,x,
お子さん,おこさん,okosan,(someone else's) child (polite),JLPT_4,noun,x,
会場,かいじょう,kaijou,venue; meeting place,JLPT_4,noun,x,
笑う,わらう,warau,to laugh; to smile,JLPT_4,verb,o,both
運ぶ,はこぶ,hakobu,to transport; to carry,JLPT_4,verb,o,both
文学,ぶんがく,bungaku,literature,JLPT_4,noun,x,
光,ひかり,hikari,light,JLPT_4,noun,x,
お見舞い,おみまい,omimai,calling on someone who is ill; visit,JLPT_4,noun,x,
席,せき,seki,a seat,JLPT_4,noun,x,
～様,～さま,~sama,Mr.; Mrs.; Ms.,JLPT_4,noun,x,
ご存じ,ごぞんじ,gozonji,knowing; acquaintance,JLPT_4,noun,x,
下る,さがる,sagaru,to descend; to drop; to fall,JLPT_2,verb,x,intransitive
字,じ,ji,letter; character,JLPT_4,noun,x,
アジア,アジア,asia,Asia,JLPT_4,noun,x,
褒める,ほめる,homeru,to praise; to say nice things,JLPT_4,verb,x,transitive
空く,すく,suku,to be empty (in reference to people); to be less crowded,JLPT_3,verb,x,intransitive
あ,あ,a,Ah,JLPT_4,other,x,
最も,もっとも,mottomo,most,JLPT_4,adverb,x,
合う,あう,au,to fit; to match,JLPT_4,verb,x,intransitive
～代,～だい,~dai,~ age; period,JLPT_4,noun,x,
最後,さいご,saigo,last; end,JLPT_4,noun,x,
値段,ねだん,nedan,price,JLPT_4,noun,x,
退院,たいいんする,taiinsuru,leaving hospital,JLPT_4,noun,x,
展覧会,てんらんかい,tenrankai,exhibition,JLPT_4,noun,x,
久しぶり,ひさしぶり,hisashiburi,it has been a long time; for the first time in a long time,JLPT_4,noun,x,
カーテン,カーテン,curtain,curtain,JLPT_4,noun,x,
汽車,きしゃ,kisha,train (steam),JLPT_4,noun,x,
遅れる,おくれる,okureru,to (be) become late,JLPT_4,verb,o,intransitive
見つかる,みつかる,mitsukaru,to be found (v.i.); to be discovered,JLPT_4,verb,x,intransitive
召し上がる,めしあがる,meshiagaru,-- honorific form of 食べる (たべる) and 飲む (のむ) --,JLPT_4,verb,x,transitive
太る,ふとる,futoru,to gain weight,JLPT_4,verb,o,intransitive
注射,ちゅうしゃ,chuusha,injection,JLPT_4,noun,x,
様,よう,you,way; manner; kind,JLPT_4,noun,x,
～おき,～おき,~oki,after every ~,JLPT_4,noun,x,
最初,さいしょ,saisho,beginning; first,JLPT_4,noun,x,
御～,ご～,go~,honorable ~,JLPT_4,noun,x,
安心,あんしん,anshin,peace of mind; relief,JLPT_4,noun,x,
直る,なおる,naoru,to be fixed,JLPT_4,verb,o,intransitive
集める,あつめる,atsumeru,to collect; to gather (v.t.); to assemble,JLPT_4,verb,o,transitive
直す,なおす,naosu,to correct (v.t.); to fix,JLPT_4,verb,o,transitive
続く,つづく,tsuzuku,to be continued,JLPT_4,verb,o,intransitive
先輩,せんぱい,senpai,senior members of a group,JLPT_4,noun,x,
約束,やくそく,yakusoku,arrangement; appointment; promise,JLPT_4,noun,x,
世話,せわする,sewasuru,looking after; to look after,JLPT_4,noun,x,
近所,きんじょ,kinjo,neighborhood,JLPT_4,noun,x,
将来,しょうらい,shourai,(in the) future; prospects,JLPT_4,noun,x,
億,おく,oku,hundred million,JLPT_4,noun,x,
数学,すうがく,suugaku,mathematics,JLPT_4,noun,x,
文化,ぶんか,bunka,culture,JLPT_4,noun,x,
払う,はらう,harau,to pay,JLPT_4,verb,o,transitive
習慣,しゅうかん,shuukan,custom (in reference to culture),JLPT_4,noun,x,
焼ける,やける,yakeru,to burn; to be roasted,JLPT_4,verb,x,intransitive
君,きみ,kimi,you (informal for men),JLPT_4,noun,x,
冷える,ひえる,hieru,to grow cold; to cool down,JLPT_4,verb,x,intransitive
点く,つく,tsuku,to be started; to be switched on,JLPT_2,verb,x,intransitive
この間,このあいだ,konoaida,the other day; recently,JLPT_4,noun,x,
かっこう,格好,kakkou,appearance; manner; shape; form; posture,JLPT_4,noun,x,
構う,かまう,kamau,to mind; to care about; to be concerned about,JLPT_4,verb,x,both
続ける,つづける,tsuzukeru,to continue; to keep up,JLPT_4,verb,o,transitive
落す,おとす,otosu,to drop; to lose,JLPT_4,verb,x,transitive
明日,あす,asu,tomorrow,JLPT_4,noun,x,
出発,しゅっぱつする,shuppatsusuru,departure,JLPT_4,noun,x,
拝見,はいけんする,waikensuru,(humble) (polite) seeing; look at,JLPT_4,noun,x,
割れる,われる,wareru,to break,JLPT_4,verb,x,intransitive
背中,せなか,senaka,back (of body),JLPT_4,noun,x,
新聞社,しんぶんしゃ,shinbunsha,newspaper company,JLPT_4,noun,x,
いじめる,いじめる,ijimeru,to bully; to torment,JLPT_4,verb,x,transitive
回る、回す,まわる、まわす,mawaru;mawasu,to go around; to revolve,JLPT_4,verb,x,intransitive
～君,～くん,~kun,Mr. (junior) ~; master ~,JLPT_4,noun,x,
おっしゃる,おっしゃる,ossharu,-- honorific expression for いう --,JLPT_4,noun,x,
眠い,ねむい,nemui,sleepy; drowsy,JLPT_4,adjective,x,
濡れる,ぬれる,nureru,to get wet,JLPT_4,verb,x,intransitive
倒れる,たおれる,taoreru,to collapse; to break down,JLPT_4,verb,o,intransitive
スーパー (マーケット),スーパー (マーケット),super(market),supermarket,JLPT_4,noun,x,
アクセサリー,アクセサリー,accessory,accessory,JLPT_4,noun,x,
考える,かんがえる,kangaeru,to think (about); to consider,JLPT_4,verb,o,transitive
向かう,むかう,mukau,to face; to go towards,JLPT_4,verb,x,intransitive
自由,じゆう,jiyuu,freedom,JLPT_4,adjective,x,
仕方,しかた,shikata,way (of doing something),JLPT_4,noun,x,
首,くび,kubi,neck,JLPT_4,noun,x,
程,ほど,hodo,degree; extent,JLPT_4,noun,x,
代わり,かわり,kawari,substitute; replacement,JLPT_4,noun,x,
失敗,しっぱい,shippai,failure; mistake,JLPT_4,noun,o,both
工業,こうぎょう,kougyou,(manufacturing) industry,JLPT_4,noun,x,
移る,うつる,utsuru,to move (from a house); to transfer (from a department); to shift,JLPT_4,verb,x,intransitive
スーツケース,スーツケース,suitcase,suitcase,JLPT_4,noun,x,
ひげ,ひげ,hige,beard,JLPT_4,noun,x,
研究室,けんきゅうしつ,kenkyuushitsu,the professor's office; laboratory,JLPT_4,noun,x,
工場,こうじょう,koujou,factory,JLPT_4,noun,x,
紹介,しょうかい,shoukai,an introduction,JLPT_4,noun,o,transitive
けれど; けれども,けれど; けれども,keredo;keredomo,but; although,JLPT_4,noun,x,
舟,ふね,fune,ship; boat,JLPT_4,noun,x,
動く,うごく,ugoku,to move,JLPT_4,verb,o,intransitive
～(に) ついて,～(に) ついて,~(ni)tsuite,about; concerning,JLPT_4,noun,x,
コンサート,コンサート,concert,concert,JLPT_4,noun,x,
虫,むし,mushi,insect,JLPT_4,noun,x,
優しい,やさしい,yasashii,kind (person); gentle (person); easy (problem),JLPT_4,adjective,x,
コンピュータ; コンピューター,コンピュータ; コンピューター,computer;computer,computer,JLPT_4,noun,x,
植える,うえる,ueru,to plant,JLPT_4,verb,x,transitive
両方,りょうほう,ryouhou,both sides; both parties,JLPT_4,noun,x,
汚れる,よごれる,yogoreru,to become dirty,JLPT_1,verb,x,intransitive
水泳,すいえい,suiei,swimming,JLPT_4,noun,x,
経験,けいけんする,keikensuru,experience,JLPT_4,noun,x,
勝つ,かつ,katsu,to win,JLPT_4,verb,x,intransitive
砂,すな,suna,sand,JLPT_4,noun,x,
警察,けいさつ,keisatsu,police; police station,JLPT_4,noun,x,
取り替える,とりかえる,torikaeru,to exchange; to replace,JLPT_4,verb,x,transitive
急ぐ,いそぐ,isogu,to hurry; to be in a hurry; to rush,JLPT_4,verb,o,both
簡単,かんたん,kantan,simple,JLPT_4,adjective,x,
参る,まいる,mairu,humble expression for 行く and 来る,JLPT_4,verb,x,both
全然,ぜんぜん,zenzen,not at all; wholly; entirely,JLPT_4,adverb,x,
特別,とくべつ,tokubetsu,special,JLPT_4,adjective,x,
復習,ふくしゅう,fukushuu,review (of lessons); revision,JLPT_4,noun,x,
